"","row","column","cor","p"
"60603","Stereotyping_Stereotyping_7","StereotypeEndorse_Stereotyping_24",0.223,0
"60604","Stereotyping_Stereotyping_8","StereotypeEndorse_Stereotyping_24",0.16,0
"60605","Stereotyping_Stereotyping_9","StereotypeEndorse_Stereotyping_24",0.07,0
"60606","Stereotyping_Stereotyping_10","StereotypeEndorse_Stereotyping_24",0.128,0
"60607","Stereotyping_Stereotyping_11","StereotypeEndorse_Stereotyping_24",0.23,0
"60608","Stereotyping_Stereotyping_12","StereotypeEndorse_Stereotyping_24",0.2,0
"60609","Stereotyping_Stereotyping_13","StereotypeEndorse_Stereotyping_24",0.265,0
"60610","Stereotyping_Stereotyping_14","StereotypeEndorse_Stereotyping_24",0.229,0
"60611","Stereotyping_Stereotyping_15","StereotypeEndorse_Stereotyping_24",0.062,0.001
"60612","Stereotyping_Stereotyping_17","StereotypeEndorse_Stereotyping_24",0.078,0
"60613","Stereotyping_Stereotyping_18","StereotypeEndorse_Stereotyping_24",0.166,0
"60614","Stereotyping_Stereotyping_19","StereotypeEndorse_Stereotyping_24",0.128,0
"60615","Stereotyping_Stereotyping_20","StereotypeEndorse_Stereotyping_24",0.239,0
"60616","Stereotyping_Stereotyping_21","StereotypeEndorse_Stereotyping_24",0.236,0
"60617","Stereotyping_Stereotyping_22","StereotypeEndorse_Stereotyping_24",0.149,0
"60618","Stereotyping_Stereotyping_23","StereotypeEndorse_Stereotyping_24",0.204,0
"60619","Stereotyping_Stereotyping_24","StereotypeEndorse_Stereotyping_24",0.396,0
"60620","Stereotyping_Stereotyping_25","StereotypeEndorse_Stereotyping_24",0.235,0
"60624","CultRacismTiming_Click.Count","StereotypeEndorse_Stereotyping_24",0.052,0.006
"60625","CultRacism_CultRacism_1","StereotypeEndorse_Stereotyping_24",0.193,0
"60626","CultRacism_CultRacism_2","StereotypeEndorse_Stereotyping_24",0.193,0
"60627","CultRacism_CultRacism_3","StereotypeEndorse_Stereotyping_24",0.243,0
"60628","CultRacism_CultRacism_4","StereotypeEndorse_Stereotyping_24",0.198,0
"60629","CultRacism_CultRacism_5","StereotypeEndorse_Stereotyping_24",-0.089,0
"60630","CultRacism_CultRacism_6","StereotypeEndorse_Stereotyping_24",-0.043,0.024
"60631","CultRacism_CultRacism_7","StereotypeEndorse_Stereotyping_24",0.192,0
"60632","CultRacism_CultRacism_8","StereotypeEndorse_Stereotyping_24",0.183,0
"60633","CultRacism_CultRacism_9","StereotypeEndorse_Stereotyping_24",0.113,0
"60634","CultRacism_CultRacism_10","StereotypeEndorse_Stereotyping_24",0.164,0
"60635","CultRacism_CultRacism_11","StereotypeEndorse_Stereotyping_24",0.198,0
"60636","CultRacism_CultRacism_12","StereotypeEndorse_Stereotyping_24",0.191,0
"60637","CultRacism_CultRacism_13","StereotypeEndorse_Stereotyping_24",0.26,0
"60638","CultRacism_Conflict_1","StereotypeEndorse_Stereotyping_24",0.191,0
"60639","CultRacism_Conflict_2","StereotypeEndorse_Stereotyping_24",0.217,0
"60640","CultRacism_Conflict_3","StereotypeEndorse_Stereotyping_24",-0.164,0
"60642","KnowledgeTiming_Last.Click","StereotypeEndorse_Stereotyping_24",-0.051,0.007
"60643","KnowledgeTiming_Page.Submit","StereotypeEndorse_Stereotyping_24",-0.05,0.007
"60644","KnowledgeTiming_Click.Count","StereotypeEndorse_Stereotyping_24",0.043,0.021
"60648","ContempKnow_4","StereotypeEndorse_Stereotyping_24",0.037,0.049
"60649","ContempKnow_5","StereotypeEndorse_Stereotyping_24",-0.211,0
"60650","ContempKnow_6","StereotypeEndorse_Stereotyping_24",-0.051,0.006
"60651","ContempKnow_7","StereotypeEndorse_Stereotyping_24",-0.072,0
"60653","ContempKnow_9","StereotypeEndorse_Stereotyping_24",0.081,0
"60656","HistoricKnow_2","StereotypeEndorse_Stereotyping_24",0.103,0
"60657","HistoricKnow_3","StereotypeEndorse_Stereotyping_24",0.091,0
"60659","HistoricKnow_5","StereotypeEndorse_Stereotyping_24",0.065,0.001
"60660","HistoricKnow_6","StereotypeEndorse_Stereotyping_24",0.098,0
"60662","HistoricKnow_8","StereotypeEndorse_Stereotyping_24",0.108,0
"60669","Dehuman_wht_5","StereotypeEndorse_Stereotyping_24",0.116,0
"60671","Dehuman_wht_7","StereotypeEndorse_Stereotyping_24",-0.041,0.029
"60673","Dehuman_wht_9","StereotypeEndorse_Stereotyping_24",0.046,0.016
"60674","Dehuman_wht_10","StereotypeEndorse_Stereotyping_24",0.063,0.001
"60675","Dehuman_wht_11","StereotypeEndorse_Stereotyping_24",0.077,0
"60676","Dehuman_wht_12","StereotypeEndorse_Stereotyping_24",0.066,0
"60678","Dehuman_wht_14","StereotypeEndorse_Stereotyping_24",0.053,0.005
"60680","Dehuman_wht_16","StereotypeEndorse_Stereotyping_24",0.116,0
"60682","Dehuman_wht_18","StereotypeEndorse_Stereotyping_24",0.066,0
"60683","Dehuman_wht_19","StereotypeEndorse_Stereotyping_24",0.074,0
"60684","Dehuman_wht_20","StereotypeEndorse_Stereotyping_24",0.082,0
"60686","Dehuman_Native_2","StereotypeEndorse_Stereotyping_24",-0.106,0
"60688","Dehuman_Native_4","StereotypeEndorse_Stereotyping_24",-0.049,0.01
"60689","Dehuman_Native_5","StereotypeEndorse_Stereotyping_24",0.099,0
"60691","Dehuman_Native_7","StereotypeEndorse_Stereotyping_24",-0.048,0.01
"60692","Dehuman_Native_8","StereotypeEndorse_Stereotyping_24",0.047,0.012
"60693","Dehuman_Native_9","StereotypeEndorse_Stereotyping_24",-0.048,0.01
"60694","Dehuman_Native_10","StereotypeEndorse_Stereotyping_24",0.106,0
"60695","Dehuman_Native_11","StereotypeEndorse_Stereotyping_24",0.124,0
"60696","Dehuman_Native_12","StereotypeEndorse_Stereotyping_24",0.085,0
"60698","Dehuman_Native_14","StereotypeEndorse_Stereotyping_24",-0.044,0.019
"60699","Dehuman_Native_15","StereotypeEndorse_Stereotyping_24",0.065,0.001
"60700","Dehuman_Native_16","StereotypeEndorse_Stereotyping_24",0.125,0
"60702","Dehuman_Native_18","StereotypeEndorse_Stereotyping_24",0.121,0
"60703","Dehuman_Native_19","StereotypeEndorse_Stereotyping_24",0.098,0
"60704","Dehuman_Native_20","StereotypeEndorse_Stereotyping_24",0.068,0
"60705","StereotypeEndorse_Stereotyping_1","StereotypeEndorse_Stereotyping_24",0.119,0
"60706","StereotypeEndorse_Stereotyping_2","StereotypeEndorse_Stereotyping_24",0.122,0
"60707","StereotypeEndorse_Stereotyping_3","StereotypeEndorse_Stereotyping_24",0.257,0
"60708","StereotypeEndorse_Stereotyping_4","StereotypeEndorse_Stereotyping_24",0.289,0
"60709","StereotypeEndorse_Stereotyping_5","StereotypeEndorse_Stereotyping_24",0.142,0
"60710","StereotypeEndorse_Stereotyping_6","StereotypeEndorse_Stereotyping_24",0.109,0
"60711","StereotypeEndorse_Stereotyping_7","StereotypeEndorse_Stereotyping_24",0.224,0
"60712","StereotypeEndorse_Stereotyping_8","StereotypeEndorse_Stereotyping_24",0.131,0
"60713","StereotypeEndorse_Stereotyping_9","StereotypeEndorse_Stereotyping_24",0.059,0.002
"60714","StereotypeEndorse_Stereotyping_10","StereotypeEndorse_Stereotyping_24",0.136,0
"60715","StereotypeEndorse_Stereotyping_11","StereotypeEndorse_Stereotyping_24",0.272,0
"60716","StereotypeEndorse_Stereotyping_12","StereotypeEndorse_Stereotyping_24",0.235,0
"60717","StereotypeEndorse_Stereotyping_13","StereotypeEndorse_Stereotyping_24",0.296,0
"60718","StereotypeEndorse_Stereotyping_14","StereotypeEndorse_Stereotyping_24",0.25,0
"60720","StereotypeEndorse_Stereotyping_17","StereotypeEndorse_Stereotyping_24",0.073,0
"60721","StereotypeEndorse_Stereotyping_18","StereotypeEndorse_Stereotyping_24",0.164,0
"60722","StereotypeEndorse_Stereotyping_19","StereotypeEndorse_Stereotyping_24",0.149,0
"60723","StereotypeEndorse_Stereotyping_20","StereotypeEndorse_Stereotyping_24",0.258,0
"60724","StereotypeEndorse_Stereotyping_21","StereotypeEndorse_Stereotyping_24",0.275,0
"60725","StereotypeEndorse_Stereotyping_22","StereotypeEndorse_Stereotyping_24",0.117,0
"60726","StereotypeEndorse_Stereotyping_23","StereotypeEndorse_Stereotyping_24",0.18,0
"60728","NationalismTiming_Last.Click","StereotypeEndorse_Stereotyping_25",0.049,0.009
"60729","NationalismTiming_Page.Submit","StereotypeEndorse_Stereotyping_25",0.045,0.016
"60730","NationalismTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.091,0
"60731","Nationalism_Nationalism_1","StereotypeEndorse_Stereotyping_25",0.184,0
"60732","Nationalism_Nationalism_2","StereotypeEndorse_Stereotyping_25",0.133,0
"60733","Nationalism_Nationalism_3","StereotypeEndorse_Stereotyping_25",0.217,0
"60734","Nationalism_Nationalism_4","StereotypeEndorse_Stereotyping_25",0.18,0
"60735","Nationalism_Nationalism_5","StereotypeEndorse_Stereotyping_25",0.167,0
"60736","Nationalism_Nationalism_6","StereotypeEndorse_Stereotyping_25",0.115,0
"60737","Nationalism_Nationalism_7","StereotypeEndorse_Stereotyping_25",0.176,0
"60738","Nationalism_Nationalism_8","StereotypeEndorse_Stereotyping_25",0.17,0
"60739","Nationalism_Nationalism_9","StereotypeEndorse_Stereotyping_25",0.285,0
"60740","Nationalism_Nationalism_10","StereotypeEndorse_Stereotyping_25",0.211,0
"60741","Nationalism_Nationalism_11","StereotypeEndorse_Stereotyping_25",0.341,0
"60742","Nationalism_Nationalism_12","StereotypeEndorse_Stereotyping_25",0.24,0
"60743","Nationalism_Nationalism_13","StereotypeEndorse_Stereotyping_25",0.175,0
"60744","Nationalism_Nationalism_14","StereotypeEndorse_Stereotyping_25",0.261,0
"60745","Nationalism_Nationalism_15","StereotypeEndorse_Stereotyping_25",0.288,0
"60746","Nationalism_Nationalism_16","StereotypeEndorse_Stereotyping_25",0.256,0
"60748","EconMobTiming_Last.Click","StereotypeEndorse_Stereotyping_25",0.05,0.008
"60749","EconMobTiming_Page.Submit","StereotypeEndorse_Stereotyping_25",0.045,0.017
"60750","EconMobTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.089,0
"60751","EconMob_EconMob_1","StereotypeEndorse_Stereotyping_25",0.229,0
"60752","EconMob_EconMob_2","StereotypeEndorse_Stereotyping_25",0.195,0
"60753","EconMob_EconMob_3","StereotypeEndorse_Stereotyping_25",-0.142,0
"60754","EconMob_EconMob_4","StereotypeEndorse_Stereotyping_25",-0.118,0
"60755","EconMob_EconMob_5","StereotypeEndorse_Stereotyping_25",0.189,0
"60756","EconMob_EconMob_6","StereotypeEndorse_Stereotyping_25",0.191,0
"60757","EconMob_EconMob_7","StereotypeEndorse_Stereotyping_25",-0.089,0
"60758","EconMob_EconMob_8","StereotypeEndorse_Stereotyping_25",-0.097,0
"60759","EconMob_EconMob_9","StereotypeEndorse_Stereotyping_25",0.289,0
"60760","EconMob_EconMob_10","StereotypeEndorse_Stereotyping_25",0.186,0
"60761","EconMob_EconMob_11","StereotypeEndorse_Stereotyping_25",-0.085,0
"60762","EconMob_EconMob_12","StereotypeEndorse_Stereotyping_25",-0.047,0.012
"60766","MascTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.093,0
"60767","Masc_Masc_1","StereotypeEndorse_Stereotyping_25",0.229,0
"60768","Masc_Masc_2","StereotypeEndorse_Stereotyping_25",0.238,0
"60769","Masc_Masc_3","StereotypeEndorse_Stereotyping_25",0.045,0.016
"60770","Masc_Masc_4","StereotypeEndorse_Stereotyping_25",0.099,0
"60771","Masc_Masc_5","StereotypeEndorse_Stereotyping_25",0.229,0
"60772","Masc_Masc_6","StereotypeEndorse_Stereotyping_25",0.238,0
"60773","Masc_Masc_7","StereotypeEndorse_Stereotyping_25",0.045,0.016
"60774","Masc_Masc_8","StereotypeEndorse_Stereotyping_25",0.099,0
"60778","ColorblindTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.065,0.001
"60779","Colorblind_Colorblind_1","StereotypeEndorse_Stereotyping_25",0.055,0.003
"60780","Colorblind_Colorblind_2","StereotypeEndorse_Stereotyping_25",0.084,0
"60781","Colorblind_Colorblind_3","StereotypeEndorse_Stereotyping_25",0.103,0
"60782","Colorblind_Colorblind_4","StereotypeEndorse_Stereotyping_25",0.103,0
"60783","Colorblind_Colorblind_5","StereotypeEndorse_Stereotyping_25",0.121,0
"60784","CB_Laurel_CB_Laurel_1","StereotypeEndorse_Stereotyping_25",0.064,0.001
"60785","CB_Laurel_CB_Laurel_2","StereotypeEndorse_Stereotyping_25",-0.081,0
"60786","CB_Laurel_CB_Laurel_3","StereotypeEndorse_Stereotyping_25",0.122,0
"60787","CB_Laurel_CB_Laurel_4","StereotypeEndorse_Stereotyping_25",0.073,0
"60788","CB_Laurel_CB_Laurel_5","StereotypeEndorse_Stereotyping_25",-0.162,0
"60789","CB_Laurel_CB_Laurel_6","StereotypeEndorse_Stereotyping_25",0.1,0
"60790","CB_Laurel_CB_Laurel_7","StereotypeEndorse_Stereotyping_25",0.141,0
"60791","CB_Laurel_CB_Laurel_8","StereotypeEndorse_Stereotyping_25",0.05,0.007
"60792","CB_Laurel_CB_Laurel_9","StereotypeEndorse_Stereotyping_25",0.1,0
"60793","CB_Laurel_CB_Laurel_10","StereotypeEndorse_Stereotyping_25",0.044,0.018
"60798","ThermsTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.062,0.001
"60799","Therms_1","StereotypeEndorse_Stereotyping_25",0.049,0.01
"60800","Therms_2","StereotypeEndorse_Stereotyping_25",0.132,0
"60805","DVTiming_Last.Click","StereotypeEndorse_Stereotyping_25",0.043,0.021
"60806","DVTiming_Page.Submit","StereotypeEndorse_Stereotyping_25",0.042,0.026
"60807","DVTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.085,0
"60808","DV1_1","StereotypeEndorse_Stereotyping_25",-0.08,0
"60809","DV1_2","StereotypeEndorse_Stereotyping_25",-0.184,0
"60810","DV1_3","StereotypeEndorse_Stereotyping_25",-0.102,0
"60811","DV1_4","StereotypeEndorse_Stereotyping_25",-0.162,0
"60812","DV1_5","StereotypeEndorse_Stereotyping_25",-0.074,0
"60813","DV1_6","StereotypeEndorse_Stereotyping_25",-0.11,0
"60814","DV1_7","StereotypeEndorse_Stereotyping_25",-0.074,0
"60815","DV1_8","StereotypeEndorse_Stereotyping_25",-0.055,0.003
"60818","DV1_11","StereotypeEndorse_Stereotyping_25",0.082,0
"60822","DV2Timing_Click.Count","StereotypeEndorse_Stereotyping_25",0.091,0
"60824","DV2_Q38_2","StereotypeEndorse_Stereotyping_25",0.06,0.001
"60825","DV2_Q38_3","StereotypeEndorse_Stereotyping_25",0.069,0
"60826","DV2_Q38_4","StereotypeEndorse_Stereotyping_25",0.041,0.031
"60832","DV2_Q38_11","StereotypeEndorse_Stereotyping_25",-0.037,0.05
"60833","DV2_Q38_12","StereotypeEndorse_Stereotyping_25",0.045,0.016
"60837","DV3Timing_First.Click","StereotypeEndorse_Stereotyping_25",0.066,0
"60838","DV3Timing_Last.Click","StereotypeEndorse_Stereotyping_25",0.056,0.003
"60839","DV3Timing_Page.Submit","StereotypeEndorse_Stereotyping_25",0.055,0.004
"60840","DV3Timing_Click.Count","StereotypeEndorse_Stereotyping_25",0.085,0
"60842","DV3_Q39_2","StereotypeEndorse_Stereotyping_25",0.05,0.008
"60843","DV3_Q39_4","StereotypeEndorse_Stereotyping_25",0.144,0
"60852","AntiSovTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.083,0
"60853","AntiSov_AntiSov_1","StereotypeEndorse_Stereotyping_25",0.121,0
"60854","AntiSov_AntiSov_2","StereotypeEndorse_Stereotyping_25",0.046,0.014
"60856","AntiSov_AntiSov_4","StereotypeEndorse_Stereotyping_25",0.06,0.001
"60859","FamousTiming_First.Click","StereotypeEndorse_Stereotyping_25",0.07,0
"60866","ContactTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.061,0.001
"60867","CloseFriends","StereotypeEndorse_Stereotyping_25",0.095,0
"60868","CloseFamily","StereotypeEndorse_Stereotyping_25",0.108,0
"60870","KnowbyName","StereotypeEndorse_Stereotyping_25",0.05,0.007
"60871","MealatYourHome","StereotypeEndorse_Stereotyping_25",-0.055,0.003
"60872","MealatTheirHome","StereotypeEndorse_Stereotyping_25",-0.066,0
"60873","Vacation","StereotypeEndorse_Stereotyping_25",-0.061,0.001
"60874","SocialEvent","StereotypeEndorse_Stereotyping_25",-0.056,0.003
"60875","Leuisure","StereotypeEndorse_Stereotyping_25",-0.065,0.001
"60877","Share_Share_1","StereotypeEndorse_Stereotyping_25",-0.043,0.021
"60878","Share_Share_2","StereotypeEndorse_Stereotyping_25",-0.044,0.02
"60879","Share_Share_3","StereotypeEndorse_Stereotyping_25",-0.046,0.015
"60886","Extended_family","StereotypeEndorse_Stereotyping_25",0.051,0.009
"60887","MediaContactTiming_First.Click","StereotypeEndorse_Stereotyping_25",0.04,0.032
"60895","OtherContactTiming_First.Click","StereotypeEndorse_Stereotyping_25",0.038,0.044
"60898","OtherContactTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.041,0.03
"60899","PlayedSportTeam","StereotypeEndorse_Stereotyping_25",0.037,0.049
"60901","FanSportTeam","StereotypeEndorse_Stereotyping_25",0.039,0.038
"60903","NativeClothing","StereotypeEndorse_Stereotyping_25",0.095,0
"60904","CowboyandIndianPlay","StereotypeEndorse_Stereotyping_25",0.103,0
"60908","InvisTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.094,0
"60915","Invisibility_Invisibility_7","StereotypeEndorse_Stereotyping_25",0.038,0.044
"60916","Invisibility_Invisibility_8","StereotypeEndorse_Stereotyping_25",0.042,0.026
"60918","MCPTiming_Last.Click","StereotypeEndorse_Stereotyping_25",0.039,0.037
"60919","MCPTiming_Page.Submit","StereotypeEndorse_Stereotyping_25",0.037,0.046
"60920","MCPTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.086,0
"60921","MCP_MCP_1","StereotypeEndorse_Stereotyping_25",0.228,0
"60922","MCP_MCP_2","StereotypeEndorse_Stereotyping_25",0.172,0
"60923","MCP_MCP_3","StereotypeEndorse_Stereotyping_25",0.037,0.046
"60924","MCP_MCP_4","StereotypeEndorse_Stereotyping_25",0.158,0
"60925","MCP_MCP_5","StereotypeEndorse_Stereotyping_25",0.157,0
"60926","MCP_MCP_6","StereotypeEndorse_Stereotyping_25",-0.055,0.004
"60927","MCP_MCP_7","StereotypeEndorse_Stereotyping_25",0.134,0
"60928","MCP_MCP_8","StereotypeEndorse_Stereotyping_25",-0.048,0.01
"60934","RacismMiniTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.085,0
"60935","RacismMini_RacismMini_1","StereotypeEndorse_Stereotyping_25",0.217,0
"60936","RacismMini_RacismMini_2","StereotypeEndorse_Stereotyping_25",-0.079,0
"60937","RacismMini_RacismMini_3","StereotypeEndorse_Stereotyping_25",0.202,0
"60938","RacismMini_RacismMini_4","StereotypeEndorse_Stereotyping_25",-0.101,0
"60939","RacismMini_RacismMini_5","StereotypeEndorse_Stereotyping_25",-0.087,0
"60940","RacismMini_RacismMini_6","StereotypeEndorse_Stereotyping_25",-0.076,0
"60941","RacismMini_RacismMini_7","StereotypeEndorse_Stereotyping_25",-0.152,0
"60942","RacismMini_RacismMini_8","StereotypeEndorse_Stereotyping_25",0.147,0
"60943","RacismMini_RacismMini_9","StereotypeEndorse_Stereotyping_25",0.182,0
"60944","RacismMini_RacismMini_10","StereotypeEndorse_Stereotyping_25",0.129,0
"60945","Stereotyping_Stereotyping_1","StereotypeEndorse_Stereotyping_25",0.41,0
"60946","Stereotyping_Stereotyping_2","StereotypeEndorse_Stereotyping_25",0.456,0
"60947","Stereotyping_Stereotyping_3","StereotypeEndorse_Stereotyping_25",0.163,0
"60948","Stereotyping_Stereotyping_4","StereotypeEndorse_Stereotyping_25",0.194,0
"60949","Stereotyping_Stereotyping_5","StereotypeEndorse_Stereotyping_25",0.441,0
"60950","Stereotyping_Stereotyping_6","StereotypeEndorse_Stereotyping_25",0.377,0
"60951","Stereotyping_Stereotyping_7","StereotypeEndorse_Stereotyping_25",0.188,0
"60952","Stereotyping_Stereotyping_8","StereotypeEndorse_Stereotyping_25",0.11,0
"60953","Stereotyping_Stereotyping_9","StereotypeEndorse_Stereotyping_25",0.323,0
"60954","Stereotyping_Stereotyping_10","StereotypeEndorse_Stereotyping_25",0.425,0
"60955","Stereotyping_Stereotyping_11","StereotypeEndorse_Stereotyping_25",0.201,0
"60956","Stereotyping_Stereotyping_12","StereotypeEndorse_Stereotyping_25",0.164,0
"60957","Stereotyping_Stereotyping_13","StereotypeEndorse_Stereotyping_25",0.272,0
"60958","Stereotyping_Stereotyping_14","StereotypeEndorse_Stereotyping_25",0.161,0
"60959","Stereotyping_Stereotyping_15","StereotypeEndorse_Stereotyping_25",0.27,0
"60960","Stereotyping_Stereotyping_17","StereotypeEndorse_Stereotyping_25",0.302,0
"60961","Stereotyping_Stereotyping_18","StereotypeEndorse_Stereotyping_25",0.138,0
"60963","Stereotyping_Stereotyping_20","StereotypeEndorse_Stereotyping_25",0.196,0
"60964","Stereotyping_Stereotyping_21","StereotypeEndorse_Stereotyping_25",0.174,0
"60965","Stereotyping_Stereotyping_22","StereotypeEndorse_Stereotyping_25",0.299,0
"60966","Stereotyping_Stereotyping_23","StereotypeEndorse_Stereotyping_25",0.284,0
"60967","Stereotyping_Stereotyping_24","StereotypeEndorse_Stereotyping_25",0.147,0
"60968","Stereotyping_Stereotyping_25","StereotypeEndorse_Stereotyping_25",0.663,0
"60972","CultRacismTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.083,0
"60973","CultRacism_CultRacism_1","StereotypeEndorse_Stereotyping_25",0.196,0
"60974","CultRacism_CultRacism_2","StereotypeEndorse_Stereotyping_25",0.122,0
"60975","CultRacism_CultRacism_3","StereotypeEndorse_Stereotyping_25",0.176,0
"60976","CultRacism_CultRacism_4","StereotypeEndorse_Stereotyping_25",0.169,0
"60977","CultRacism_CultRacism_5","StereotypeEndorse_Stereotyping_25",-0.058,0.002
"60978","CultRacism_CultRacism_6","StereotypeEndorse_Stereotyping_25",0.061,0.001
"60979","CultRacism_CultRacism_7","StereotypeEndorse_Stereotyping_25",0.094,0
"60980","CultRacism_CultRacism_8","StereotypeEndorse_Stereotyping_25",0.202,0
"60981","CultRacism_CultRacism_9","StereotypeEndorse_Stereotyping_25",0.182,0
"60982","CultRacism_CultRacism_10","StereotypeEndorse_Stereotyping_25",0.14,0
"60983","CultRacism_CultRacism_11","StereotypeEndorse_Stereotyping_25",0.209,0
"60984","CultRacism_CultRacism_12","StereotypeEndorse_Stereotyping_25",0.169,0
"60985","CultRacism_CultRacism_13","StereotypeEndorse_Stereotyping_25",0.277,0
"60986","CultRacism_Conflict_1","StereotypeEndorse_Stereotyping_25",0.149,0
"60987","CultRacism_Conflict_2","StereotypeEndorse_Stereotyping_25",0.247,0
"60988","CultRacism_Conflict_3","StereotypeEndorse_Stereotyping_25",-0.128,0
"60992","KnowledgeTiming_Click.Count","StereotypeEndorse_Stereotyping_25",0.069,0
"60993","ContempKnow_1","StereotypeEndorse_Stereotyping_25",-0.075,0
"60997","ContempKnow_5","StereotypeEndorse_Stereotyping_25",-0.155,0
"60998","ContempKnow_6","StereotypeEndorse_Stereotyping_25",-0.177,0
"60999","ContempKnow_7","StereotypeEndorse_Stereotyping_25",-0.167,0
"61000","ContempKnow_8","StereotypeEndorse_Stereotyping_25",-0.072,0
"61001","ContempKnow_9","StereotypeEndorse_Stereotyping_25",0.062,0.001
"61003","HistoricKnow_1","StereotypeEndorse_Stereotyping_25",-0.111,0
"61004","HistoricKnow_2","StereotypeEndorse_Stereotyping_25",0.114,0
"61005","HistoricKnow_3","StereotypeEndorse_Stereotyping_25",0.1,0
"61006","HistoricKnow_4","StereotypeEndorse_Stereotyping_25",-0.086,0
"61007","HistoricKnow_5","StereotypeEndorse_Stereotyping_25",0.058,0.002
"61008","HistoricKnow_6","StereotypeEndorse_Stereotyping_25",0.137,0
"61010","HistoricKnow_8","StereotypeEndorse_Stereotyping_25",0.09,0
"61012","HistoricKnow_10","StereotypeEndorse_Stereotyping_25",-0.095,0
"61013","Dehuman_wht_1","StereotypeEndorse_Stereotyping_25",0.107,0
"61014","Dehuman_wht_2","StereotypeEndorse_Stereotyping_25",0.094,0
"61015","Dehuman_wht_3","StereotypeEndorse_Stereotyping_25",0.054,0.004
"61016","Dehuman_wht_4","StereotypeEndorse_Stereotyping_25",0.057,0.003
"61017","Dehuman_wht_5","StereotypeEndorse_Stereotyping_25",0.079,0
"61018","Dehuman_wht_6","StereotypeEndorse_Stereotyping_25",0.08,0
"61019","Dehuman_wht_7","StereotypeEndorse_Stereotyping_25",0.061,0.001
"61021","Dehuman_wht_9","StereotypeEndorse_Stereotyping_25",0.128,0
"61023","Dehuman_wht_11","StereotypeEndorse_Stereotyping_25",0.038,0.042
"61024","Dehuman_wht_12","StereotypeEndorse_Stereotyping_25",0.122,0
"61025","Dehuman_wht_13","StereotypeEndorse_Stereotyping_25",0.114,0
"61026","Dehuman_wht_14","StereotypeEndorse_Stereotyping_25",0.087,0
"61028","Dehuman_wht_16","StereotypeEndorse_Stereotyping_25",0.052,0.005
"61029","Dehuman_wht_17","StereotypeEndorse_Stereotyping_25",0.08,0
"61030","Dehuman_wht_18","StereotypeEndorse_Stereotyping_25",0.059,0.002
"61031","Dehuman_wht_19","StereotypeEndorse_Stereotyping_25",0.057,0.002
"61032","Dehuman_wht_20","StereotypeEndorse_Stereotyping_25",0.049,0.009
"61033","Dehuman_Native_1","StereotypeEndorse_Stereotyping_25",0.122,0
"61035","Dehuman_Native_3","StereotypeEndorse_Stereotyping_25",0.141,0
"61036","Dehuman_Native_4","StereotypeEndorse_Stereotyping_25",0.083,0
"61038","Dehuman_Native_6","StereotypeEndorse_Stereotyping_25",0.061,0.001
"61039","Dehuman_Native_7","StereotypeEndorse_Stereotyping_25",0.097,0
"61044","Dehuman_Native_12","StereotypeEndorse_Stereotyping_25",0.291,0
"61045","Dehuman_Native_13","StereotypeEndorse_Stereotyping_25",0.142,0
"61047","Dehuman_Native_15","StereotypeEndorse_Stereotyping_25",0.166,0
"61050","Dehuman_Native_18","StereotypeEndorse_Stereotyping_25",0.116,0
"61051","Dehuman_Native_19","StereotypeEndorse_Stereotyping_25",0.068,0
"61053","StereotypeEndorse_Stereotyping_1","StereotypeEndorse_Stereotyping_25",0.473,0
"61054","StereotypeEndorse_Stereotyping_2","StereotypeEndorse_Stereotyping_25",0.515,0
"61055","StereotypeEndorse_Stereotyping_3","StereotypeEndorse_Stereotyping_25",0.204,0
"61056","StereotypeEndorse_Stereotyping_4","StereotypeEndorse_Stereotyping_25",0.212,0
"61057","StereotypeEndorse_Stereotyping_5","StereotypeEndorse_Stereotyping_25",0.508,0
"61058","StereotypeEndorse_Stereotyping_6","StereotypeEndorse_Stereotyping_25",0.462,0
"61059","StereotypeEndorse_Stereotyping_7","StereotypeEndorse_Stereotyping_25",0.154,0
"61060","StereotypeEndorse_Stereotyping_8","StereotypeEndorse_Stereotyping_25",0.044,0.02
"61061","StereotypeEndorse_Stereotyping_9","StereotypeEndorse_Stereotyping_25",0.372,0
"61062","StereotypeEndorse_Stereotyping_10","StereotypeEndorse_Stereotyping_25",0.501,0
"61063","StereotypeEndorse_Stereotyping_11","StereotypeEndorse_Stereotyping_25",0.203,0
"61064","StereotypeEndorse_Stereotyping_12","StereotypeEndorse_Stereotyping_25",0.155,0
"61065","StereotypeEndorse_Stereotyping_13","StereotypeEndorse_Stereotyping_25",0.268,0
